Country name,year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government
Tunisia,2009,5.02547025680542,9.262184143066406,,66.22000122070312,0.7814962863922119,-0.12431798130273819,0.7222106456756592,,,
Tunisia,2010,5.130520820617676,9.286338806152344,0.8631876707077026,66.30000305175781,0.6235928535461426,-0.14094005525112152,0.7323792576789856,0.6968314051628113,0.24891281127929688,0.9031746983528137
Tunisia,2011,4.876482009887695,9.259581565856934,0.7148914337158203,66.37999725341797,0.603123664855957,-0.20465469360351562,0.9126569032669067,0.5131894946098328,0.24819697439670563,0.47229063510894775
Tunisia,2012,4.463531017303467,9.288228988647461,0.6144227981567383,66.45999908447266,0.5677372217178345,-0.18212366104125977,0.8994531631469727,0.49039629101753235,0.32699981331825256,0.4352194666862488
Tunisia,2013,5.245604991912842,9.299713134765625,0.6479674577713013,66.54000091552734,0.5362877249717712,-0.21231111884117126,0.886026918888092,0.4346860647201538,0.23915638029575348,0.3207636773586273
Tunisia,2014,4.763594627380371,9.316404342651367,0.6802605986595154,66.62000274658203,0.5889342427253723,-0.23715925216674805,0.7831341624259949,0.42361685633659363,0.3207704722881317,0.3916000425815582
Tunisia,2015,5.1316118240356445,9.315857887268066,0.609470009803772,66.69999694824219,0.7113733887672424,-0.23112523555755615,0.8148249983787537,0.5138818025588989,0.31954225897789,0.4802747666835785
Tunisia,2016,4.521453380584717,9.315940856933594,0.7018221020698547,66.75,0.6144383549690247,-0.17001421749591827,0.8107456564903259,0.5319278836250305,0.37810826301574707,0.3474312424659729
Tunisia,2017,4.124342918395996,9.326744079589844,0.7173815965652466,66.80000305175781,0.4779566526412964,-0.22390340268611908,0.8688267469406128,0.36664140224456787,0.3771968483924866,0.2508273124694824
Tunisia,2018,4.7411322593688965,9.340084075927734,0.7329535484313965,66.8499984741211,0.6496800780296326,-0.19626758992671967,0.8401166200637817,0.5358704328536987,0.36501428484916687,0.3494904637336731
Tunisia,2019,4.315479755401611,9.342869758605957,0.6095892786979675,66.9000015258789,0.659331738948822,-0.21432986855506897,0.8889047503471375,0.45886319875717163,0.43341347575187683,0.2865656316280365
Tunisia,2020,4.73081111907959,9.236014366149902,0.7190132141113281,66.94999694824219,0.6677581071853638,-0.20330306887626648,0.877354085445404,0.5193447470664978,0.43877434730529785,0.2939140796661377
Tunisia,2021,4.499485969543457,9.254252433776855,0.7113215327262878,67.0,0.5912299156188965,-0.2016417682170868,0.932745635509491,0.4513623118400574,0.3355037271976471,0.31718990206718445
