Country name,year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government
Slovenia,2006,5.811264514923096,10.398571968078613,0.9360752105712891,68.55999755859375,0.9358242154121399,0.040772613137960434,0.7077978849411011,0.6081562042236328,0.30720487236976624,0.47764477133750916
Slovenia,2009,5.830160617828369,10.405844688415527,0.9186966419219971,69.04000091552734,0.8959566354751587,-0.02081926353275776,0.8036341667175293,0.583327054977417,0.30311745405197144,0.36803096532821655
Slovenia,2010,6.082555294036865,10.414831161499023,0.9172033667564392,69.19999694824219,0.89552241563797,0.027355782687664032,0.8447906970977783,0.5918955206871033,0.2953661382198334,0.33191630244255066
Slovenia,2011,6.035964012145996,10.421330451965332,0.9311660528182983,69.36000061035156,0.9074409008026123,-0.027004661038517952,0.893133819103241,0.5874085426330566,0.2853209376335144,0.18158304691314697
Slovenia,2012,6.062891006469727,10.392480850219727,0.9247537851333618,69.5199966430664,0.9043862819671631,-0.021534046158194542,0.8907541036605835,0.5984772443771362,0.2839898467063904,0.23806598782539368
Slovenia,2013,5.974888801574707,10.380778312683105,0.9321197271347046,69.68000030517578,0.8900598287582397,0.03384719043970108,0.9178395867347717,0.6245654225349426,0.2742692828178406,0.16343319416046143
Slovenia,2014,5.6783952713012695,10.407099723815918,0.9083475470542908,69.83999633789062,0.8877477049827576,0.05046121031045914,0.9091182947158813,0.5935014486312866,0.2908124029636383,0.17685100436210632
Slovenia,2015,5.740642070770264,10.428208351135254,0.9011637568473816,70.0,0.8960072994232178,0.005918398033827543,0.8921979069709778,0.6444973945617676,0.26141873002052307,0.20260481536388397
Slovenia,2016,5.936821460723877,10.458895683288574,0.9344873428344727,70.17500305175781,0.9035511016845703,-0.056698109954595566,0.8384743928909302,0.5971724390983582,0.2716241776943207,0.24984510242938995
Slovenia,2017,6.166837692260742,10.505274772644043,0.9281878471374512,70.3499984741211,0.9208626747131348,-0.02702103927731514,0.8287947177886963,0.5823107957839966,0.2856014370918274,0.23977972567081451
Slovenia,2018,6.249419212341309,10.544923782348633,0.9409711956977844,70.5250015258789,0.9420458674430847,-0.12117142975330353,0.8392525315284729,0.6011959910392761,0.2754848599433899,0.23927463591098785
Slovenia,2019,6.665273666381836,10.56994915008545,0.9494022727012634,70.69999694824219,0.9454305171966553,-0.10452147573232651,0.7854418158531189,0.6216586232185364,0.2278384566307068,0.3971507251262665
Slovenia,2020,6.462076187133789,10.521129608154297,0.9534375071525574,70.875,0.9584425687789917,-0.0867542177438736,0.7965574860572815,0.5749271512031555,0.3138525187969208,0.45297423005104065
Slovenia,2021,6.761220932006836,10.57335090637207,0.9552525877952576,71.05000305175781,0.8510867357254028,0.03090122900903225,0.7541981935501099,0.6428232789039612,0.2610425055027008,0.3392358124256134
