Country name,year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption,Positive affect,Negative affect,Confidence in national government
Hungary,2005,5.193933486938477,10.103150367736816,0.9296282529830933,65.0,0.6968744993209839,,0.9028106927871704,0.5782331228256226,0.29032695293426514,0.36052635312080383
Hungary,2007,4.953917026519775,10.147741317749023,0.9306538701057434,65.31999969482422,0.5384981036186218,-0.16244740784168243,0.89517742395401,0.6002124547958374,0.2302829921245575,0.24971356987953186
Hungary,2009,4.8946003913879395,10.092825889587402,0.9008744955062866,65.63999938964844,0.4643731117248535,-0.12674789130687714,0.9147007465362549,0.5751997828483582,0.22789041697978973,0.19994178414344788
Hungary,2010,4.725132465362549,10.10585880279541,0.8956937193870544,65.80000305175781,0.5138353705406189,-0.1469879001379013,0.9832760095596313,0.5743855237960815,0.23481304943561554,0.25156810879707336
Hungary,2011,4.9176025390625,10.12712287902832,0.8936622142791748,65.95999908447266,0.6311001181602478,-0.09098407626152039,0.9399080276489258,0.5860920548439026,0.30451956391334534,0.35979416966438293
Hungary,2012,4.683358192443848,10.119629859924316,0.9061139822006226,66.12000274658203,0.5692315101623535,-0.13815675675868988,0.930297315120697,0.5819487571716309,0.3153980076313019,0.20977826416492462
Hungary,2013,4.914466857910156,10.14028549194336,0.8773183226585388,66.27999877929688,0.6737282872200012,-0.11491868644952774,0.9115331768989563,0.6466063261032104,0.3067241311073303,0.3278959393501282
Hungary,2014,5.180563449859619,10.184349060058594,0.8447352647781372,66.44000244140625,0.49447470903396606,-0.15181617438793182,0.8553614020347595,0.5779167413711548,0.23761963844299316,0.3083851635456085
Hungary,2015,5.344383239746094,10.223091125488281,0.8587338328361511,66.5999984741211,0.5577213764190674,-0.19982732832431793,0.9075303077697754,0.649912416934967,0.2445363849401474,0.2792119085788727
Hungary,2016,5.448901653289795,10.247725486755371,0.8995115756988525,66.75,0.5539517402648926,-0.18889077007770538,0.9241858124732971,0.5899617075920105,0.24332576990127563,0.30377233028411865
Hungary,2017,6.065038681030273,10.292183876037598,0.8767475485801697,66.9000015258789,0.6611659526824951,-0.14134514331817627,0.886361300945282,0.6436054706573486,0.180921271443367,0.3777705132961273
Hungary,2018,5.9357709884643555,10.345659255981445,0.9405913949012756,67.05000305175781,0.6926270723342896,-0.24488133192062378,0.9112774133682251,0.5946771502494812,0.20108288526535034,0.3880440294742584
Hungary,2019,6.000259876251221,10.390645980834961,0.9465155601501465,67.19999694824219,0.798041045665741,-0.19693893194198608,0.883571445941925,0.6528927683830261,0.18034812808036804,0.4839341938495636
Hungary,2020,6.038049697875977,10.344950675964355,0.9434003829956055,67.3499984741211,0.7709680795669556,-0.12324872612953186,0.8361051082611084,0.6616453528404236,0.24005194008350372,0.4287332594394684
Hungary,2021,6.226647853851318,10.413866996765137,0.9478921294212341,67.5,0.7274899482727051,-0.04173632711172104,0.8315553665161133,0.6681486368179321,0.19194917380809784,0.4165661334991455
